Description;DistinguishedName;Enabled;GivenName;Name;ObjectClass;ObjectGUID;SamAccountName;Surname;UserPrincipalName
Selina Barrett, Sekundar;CN=selina.barrett,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Selina;selina.barrett;user;17f92857-bc94-4df4-9bd7-e348045158cb;selina.barrett;Barrett;s.barrett@mail.xyz
Franz Bartel, Sekundar;CN=franz.bartel,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Franz;franz.bartel;user;47d932a2-b7ef-4c65-87bf-0b15dea0b54d;franz.bartel;Bartel;franz.bartel@mail.xyz
Joschua Bartels, Sekundar;CN=joschua.bartels,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Joschua;joschua.bartels;user;0bc25b63-306c-475b-bf1b-ebc48d155703;joschua.bartels;Bartels;j.bartels@mail.xyz
Laurenz Bartels, Sekundar;CN=laurenz.bartels,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Laurenz;laurenz.bartels;user;90243ddc-699d-420f-afce-77fa638b4b52;laurenz.bartels;Bartels;l.bartels@mail.xyz
Kaethe Bartelt, Sekundar;CN=kaethe.bartelt,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Kaethe;kaethe.bartelt;user;2527102c-5171-4109-b4ad-a659cca0c53d;kaethe.bartelt;Bartelt;k.bartelt@mail.xyz
Eva Barth, Sekundar;CN=eva.barth,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Eva;eva.barth;user;d824a64b-e937-4f7b-9c1d-e3a9270298f1;eva.barth;Barth;keineMailAddy
Johanna Barth, Sekundar;CN=johanna.barth,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Johanna;johanna.barth;user;7df48fc6-115e-4de5-88d7-7def740c2ecc;johanna.barth;Barth;j.barth@mail.xyz
Volker Barth, Sekundar;CN=volker.barth,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Volker;volker.barth;user;5da1e05f-a4ff-4790-9bc8-dcf1844839c2;volker.barth;Barth;v.barth@mail.xyz
Erika Barthel, Sekundar;CN=erika.barthel,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Erika;erika.barthel;user;3ee27c03-65e5-43f4-b57d-f4556c51f940;erika.barthel;Barthel;erika.barthel@mail.xyz
Mariella Barthel, Sekundar;CN=mariella.barthel,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Mariella;mariella.barthel;user;ef6b443c-2dfe-4f3f-ae6a-ad0f175a6f94;mariella.barthel;Barthel;mariella.barthel@mail.xyz
Alexa Barton, Sekundar;CN=alexa.barton,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Alexa;alexa.barton;user;b82461a3-58ff-4bda-9992-4506eda04f46;alexa.barton;Barton;alexa.barton@mail.xyz
Magnus Barton, Sekundar;CN=magnus.barton,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Magnus;magnus.barton;user;0584603b-929c-486d-83e0-fd9a30ce9e80;magnus.barton;Barton;keineMailAddy
Mattis Bartsch, Sekundar;CN=mattis.bartsch,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Mattis;mattis.bartsch;user;651b9ef5-7262-4b45-b3ad-c04d2cd93264;mattis.bartsch;Bartsch;keineMailAddy
Christof Bass, Sekundar;CN=christof.bass,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Christof;christof.bass;user;8d3b7022-1c31-440d-9678-50331ea9925c;christof.bass;Bass;c.bass@mail.xyz
Dana Bass, Sekundar;CN=dana.bass,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Dana;dana.bass;user;136a23d6-1b65-4e2a-93fe-525db24dad1c;dana.bass;Bass;d.bass@mail.xyz
Bastian Berndt, Lehrer Handel;CN=berndt.bastian,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Berndt;berndt.bastian;user;08869d4c-aed4-47c2-a7f2-f8f50f5868d8;berndt.bastian;Bastian;berndt.bastian@mail.xyz
Friedrich Bauer, Sekundar;CN=friedrich.bauer,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Friedrich;friedrich.bauer;user;2cd0de09-84df-4c18-88f6-a929f00d8c57;friedrich.bauer;Bauer;friedrich.bauer@mail.xyz
Marc Bauer, Sekundar;CN=marc.bauer,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Marc;marc.bauer;user;ea194ac5-fde1-4b3c-b908-c968d210df20;marc.bauer;Bauer;m.bauer@mail.xyz
Stefan Baumann, Sekundar;CN=stefan.baumann,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Stefan;stefan.baumann;user;296ddb42-b499-4a9a-8f64-c6ab14b30bcd;stefan.baumann;Baumann;s.baumann@mail.xyz
Danny Baumgarten, Sekundar;CN=danny.baumgarten,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Danny;danny.baumgarten;user;22d084d1-bd76-4a3f-8c95-15bf5569c746;danny.baumgarten;Baumgarten;danny.baumgarten@mail.xyz
Janine Baumgarten, Sekundar;CN=janine.baumgarten,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Janine;janine.baumgarten;user;f20decfd-ab44-4fc0-a765-32d31880cd8c;janine.baumgarten;Baumgarten;janine.baumgarten@mail.xyz
Anika Baumgaertner, Sekundar;CN=anika.baumgaertner,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Anika;anika.baumgaertner;user;65524953-a244-455c-9deb-fa4ed712a406;anika.baumgaertner;Baumgaertner;a.baumgaertner@mail.xyz
Erich Baumgaertner, Sekundar;CN=erich.baumgaertner,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Erich;erich.baumgaertner;user;6f20f103-65c7-42aa-b571-b579ef7d7dae;erich.baumgaertner;Baumgaertner;e.baumgaertner@mail.xyz
Hannah Baumgaertner, Sekundar;CN=hannah.baumgaertner,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Hannah;hannah.baumgaertner;user;e5f1b203-c3d7-4082-90d0-40f639810cb3;hannah.baumgaertner;Baumgaertner;hannah.baumgaertner@mail.xyz
Juergen Baumgaertner, Sekundar;CN=juergen.baumgaertner,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Juergen;juergen.baumgaertner;user;678d5469-b5db-468a-b637-71921813b019;juergen.baumgaertner;Baumgaertner;j.baumgaertner@mail.xyz
Rafael Baumgaertner, Sekundar;CN=rafael.baumgaertner,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Rafael;rafael.baumgaertner;user;738a6558-cfd0-4585-af14-954ec58996a7;rafael.baumgaertner;Baumgaertner;rafael.baumgaertner@mail.xyz
Tristan Baumgaertner, Sekundar;CN=tristan.baumgaertner,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Tristan;tristan.baumgaertner;user;a73f994a-600b-40ef-b46e-fa0c97eace5e;tristan.baumgaertner;Baumgaertner;tristan.baumgaertner@mail.xyz
Karsten Becher, Sekundar;CN=karsten.becher,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Karsten;karsten.becher;user;d867fa59-c8d9-427c-843d-86a80396decf;karsten.becher;Becher;karsten.becher@mail.xyz
Catrin Becker, Sekundar;CN=catrin.becker,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Catrin;catrin.becker;user;bae87feb-34ac-46ab-8495-bc1a26d910c4;catrin.becker;Becker;catrin.becker@mail.xyz
Hendrik Becker, Sekundar;CN=hendrik.becker,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Hendrik;hendrik.becker;user;9ce6ccaa-5bd9-43b0-9d61-7949ad4d76cd;hendrik.becker;Becker;hendrik.becker@mail.xyz
Matthies Becker, Sekundar;CN=matthies.becker,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Matthies;matthies.becker;user;da89c5c3-9ce2-45aa-900d-9f4fb6641451;matthies.becker;Becker;m.becker@mail.xyz
Justus Beckmann, Sekundar;CN=justus.beckmann,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Justus;justus.beckmann;user;c9ef17b8-c4b0-4d9c-a4c9-bff1d3e2b860;justus.beckmann;Beckmann;keineMailAddy
Nik Beere, Sekundar;CN=nik.beere,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Nik;nik.beere;user;91619305-ee30-4653-839f-58ae38ab15e4;nik.beere;Beere;nik.beere@mail.xyz
P. B., Verwaltung;CN=pia.beere,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Pia;pia.beere;user;82b8b08f-0f9c-462d-8ab8-ae1c33f170f1;pia.beere;Beere;pia.beere@mail.xyz
Patrick Behnke, Sekundar;CN=patrick.behnke,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Patrick;patrick.behnke;user;4bbe072f-409f-4782-bca9-6968c52a7851;patrick.behnke;Behnke;keineMailAddy
Silvia Behnke, Sekundar;CN=silvia.behnke,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Silvia;silvia.behnke;user;80bc0fab-78fe-4d52-a131-6d99563925ba;silvia.behnke;Behnke;keineMailAddy
Teresa Behrend, Sekundar;CN=teresa.behrend,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Teresa;teresa.behrend;user;8063322c-4d14-4849-b016-f688fdeca109;teresa.behrend;Behrend;keineMailAddy
K. B., Verwaltung;CN=karlotta.behrendt,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Karlotta;karlotta.behrendt;user;77aa76eb-a092-4d1a-ad9e-9d3da97aa2a1;karlotta.behrendt;Behrendt;k.behrendt@mail.xyz
Maurice Behrendt, Sekundar;CN=maurice.behrendt,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Maurice;maurice.behrendt;user;60045927-f213-44f6-9137-ccaa30504029;maurice.behrendt;Behrendt;maurice.behrendt@mail.xyz
Hildegard Beier, Sekundar;CN=hildegard.beier,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Hildegard;hildegard.beier;user;64aec294-7c29-482d-8438-a35d951fb76b;hildegard.beier;Beier;hildegard.beier@mail.xyz
Margarete Beier, Sekundar;CN=margarete.beier,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Margarete;margarete.beier;user;4d27d3ac-8c18-4d94-b18f-8e3d771ec01f;margarete.beier;Beier;m.beier@mail.xyz
Gerd Bek, Sekundar;CN=gerd.bek,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Gerd;gerd.bek;user;24326fc0-0aa6-431d-9554-f61b2d10f9b9;gerd.bek;Bek;gerd.bek@mail.xyz
Matthis Bell, Sekundar;CN=matthis.bell,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Matthis;matthis.bell;user;b2e23821-e1ec-443f-abad-6d0f985c64de;matthis.bell;Bell;keineMailAddy
Heidi Bender, Sekundar;CN=heidi.bender,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Heidi;heidi.bender;user;86ce78ae-e06c-4813-a529-3f39ab689d30;heidi.bender;Bender;h.bender@mail.xyz
Mathies Bender, Sekundar;CN=mathies.bender,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Mathies;mathies.bender;user;3b858236-0fee-4c64-80b7-71e6be970f7d;mathies.bender;Bender;mathies.bender@mail.xyz
Anica Bennett, Sekundar;CN=anica.bennett,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Anica;anica.bennett;user;d1fc24d9-63d4-4962-8b1b-9d6f27c2bf0f;anica.bennett;Bennett;anica.bennett@mail.xyz
Joshua Berg, Sekundar;CN=joshua.berg,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Joshua;joshua.berg;user;4f56d331-769f-4d19-9a43-db60280180a8;joshua.berg;Berg;keineMailAddy
Martina Berg, Sekundar;CN=martina.berg,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Martina;martina.berg;user;05eb89c7-ae12-4a6c-a1c2-98e806e5d3c7;martina.berg;Berg;martina.berg@mail.xyz
Walter Berg, Sekundar;CN=walter.berg,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Walter;walter.berg;user;0cbe7d87-a81d-4e62-a5a2-10fbefd2a1bc;walter.berg;Berg;w.berg@mail.xyz
Linda Berger, Sekundar;CN=linda.berger,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Linda;linda.berger;user;9c9e28ec-81e9-4767-a1e8-da07b1e10cff;linda.berger;Berger;linda.berger@mail.xyz
Lyn Berger, Sekundar;CN=lyn.berger,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Lyn;lyn.berger;user;09fb8122-a96c-4252-9aed-0938738ea235;lyn.berger;Berger;lyn.berger@mail.xyz
Charlotte Bergmann, Sekundar;CN=charlotte.bergmann,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Charlotte;charlotte.bergmann;user;273668c9-7148-4a91-90b6-c274975b47fd;charlotte.bergmann;Bergmann;charlotte.bergmann@mail.xyz
Jil Bergmann, Sekundar;CN=jil.bergmann,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Jil;jil.bergmann;user;9eab2d80-ca9a-4855-89ae-f180c4b1e781;jil.bergmann;Bergmann;keineMailAddy
Kai Bergmann, Sekundar;CN=kai.bergmann,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Kai;kai.bergmann;user;a94fa9c2-0b99-448b-b5e4-762b3669b635;kai.bergmann;Bergmann;keineMailAddy
Mike Bernhard, Sekundar;CN=mike.bernhard,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Mike;mike.bernhard;user;2aa2cbc3-8dc4-4e81-9b1d-c5a7e328c2e4;mike.bernhard;Bernhard;mike.bernhard@mail.xyz
Sinah Bernhard, Sekundar;CN=sinah.bernhard,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Sinah;sinah.bernhard;user;08e5052c-55ab-4b70-9efb-d0cd21699916;sinah.bernhard;Bernhard;keineMailAddy
Alisa Bernhardt, Sekundar;CN=alisa.bernhardt,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Alisa;alisa.bernhardt;user;a12ca6e2-8638-47d5-b839-f6d5087d3e6f;alisa.bernhardt;Bernhardt;alisa.bernhardt@mail.xyz
Daniela Bernhardt, Sekundar;CN=daniela.bernhardt,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Daniela;daniela.bernhardt;user;2359a3fd-0d14-4553-a0a4-e366f7a5a2a2;daniela.bernhardt;Bernhardt;d.bernhardt@mail.xyz
Bjoern Berry, Sekundar;CN=bjoern.berry,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Bjoern;bjoern.berry;user;c17b4526-7958-45e9-b457-4c04eb2b2c34;bjoern.berry;Berry;bjoern.berry@mail.xyz
Finja Berry, Sekundar;CN=finja.berry,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Finja;finja.berry;user;7d5bc48f-43b8-48b3-9ea2-1e87063f9d51;finja.berry;Berry;finja.berry@mail.xyz
Ann Betz, deaktiviert;CN=ann.betz,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Ann;ann.betz;user;3891858c-5384-474e-ab4b-10dc45cd3d1e;ann.betz;Betz;ann.betz@mail.xyz
Jonathan Beyer, Sekundar;CN=jonathan.beyer,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Jonathan;jonathan.beyer;user;e98d9dfc-ac5a-4d5e-a36a-b8479a8690d0;jonathan.beyer;Beyer;jonathan.beyer@mail.xyz
Selin Beyer, Sekundar;CN=selin.beyer,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Selin;selin.beyer;user;9c940d1e-74ac-4a0b-9d2e-353249d98a13;selin.beyer;Beyer;s.beyer@mail.xyz
Vivien Beyer, Sekundar;CN=vivien.beyer,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Vivien;vivien.beyer;user;e7af5383-e7b8-411e-9f9c-8e492d2c619e;vivien.beyer;Beyer;v.beyer@mail.xyz
Waltraut Beyer, Sekundar;CN=waltraut.beyer,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Waltraut;waltraut.beyer;user;2462d384-1d9b-47b9-b763-7380fff5451b;waltraut.beyer;Beyer;w.beyer@mail.xyz
Mario Biedermann, Sekundar;CN=mario.biedermann,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Mario;mario.biedermann;user;7e5752b8-a8ed-4c1d-bf49-ae2a6400f8a0;mario.biedermann;Biedermann;keineMailAddy
Mathilda Biedermann, Sekundar;CN=mathilda.biedermann,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Mathilda;mathilda.biedermann;user;abaa3281-fdd4-4d56-a08e-356f3dde7870;mathilda.biedermann;Biedermann;mathilda.biedermann@mail.xyz
Merle Biedermann, Sekundar;CN=merle.biedermann,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Merle;merle.biedermann;user;d3b91716-bc21-4172-abb7-64520e440454;merle.biedermann;Biedermann;keineMailAddy
Noah Biedermann, Sekundar;CN=noah.biedermann,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Noah;noah.biedermann;user;4d270884-e95a-4c72-9b75-dc5cba021938;noah.biedermann;Biedermann;noah.biedermann@mail.xyz
Helena Binder, Sekundar;CN=helena.binder,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Helena;helena.binder;user;f25272d9-3a41-4474-a8be-20ec6c8a85b1;helena.binder;Binder;helena.binder@mail.xyz
Karoline Binder, Sekundar;CN=karoline.binder,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Karoline;karoline.binder;user;aeb76a0b-b6e8-4a7f-95a9-5f092601d4a8;karoline.binder;Binder;keineMailAddy
Britta Birnenmost, Sekundar;CN=britta.birnenmost,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Britta;britta.birnenmost;user;70d84e38-6c3c-4385-82cb-ca818ba0db16;britta.birnenmost;Birnenmost;keineMailAddy
Jil Birnenmost, Sekundar;CN=jil.birnenmost,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Jil;jil.birnenmost;user;b03c34b5-0c1c-483d-8a57-2693979c8f63;jil.birnenmost;Birnenmost;jil.birnenmost@mail.xyz
Horst Bischof, Sekundar;CN=horst.bischof,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Horst;horst.bischof;user;9aa6c08e-c8b1-4075-aedc-88f55332c4cb;horst.bischof;Bischof;horst.bischof@mail.xyz
Alisa Bischoff, Sekundar;CN=alisa.bischoff,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Alisa;alisa.bischoff;user;06606196-3763-444b-bebb-3a318e41f2a2;alisa.bischoff;Bischoff;a.bischoff@mail.xyz
H. B., Verwaltung;CN=heike.bischoff,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Heike;heike.bischoff;user;f5ff147e-ea23-46ff-88eb-b01399389034;heike.bischoff;Bischoff;h.bischoff@mail.xyz
Lewin Bischoff, Sekundar;CN=lewin.bischoff,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Lewin;lewin.bischoff;user;3859cc34-e365-4ab7-94fe-c9dfb3400a11;lewin.bischoff;Bischoff;l.bischoff@mail.xyz
Vincent Bischoff, Sekundar;CN=vincent.bischoff,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Vincent;vincent.bischoff;user;43c563e1-f42d-4c06-a004-f201b0582f32;vincent.bischoff;Bischoff;keineMailAddy
Leonie Bishop, Sekundar;CN=leonie.bishop,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Leonie;leonie.bishop;user;eb92e5da-2c37-44ec-b564-1bc23a644712;leonie.bishop;Bishop;leonie.bishop@mail.xyz
Janina Bittner, Sekundar;CN=janina.bittner,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Janina;janina.bittner;user;02877557-b60c-4014-8c47-3395448c463d;janina.bittner;Bittner;janina.bittner@mail.xyz
Tomas Black, Sekundar;CN=tomas.black,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Tomas;tomas.black;user;997f7856-e6d1-495d-ab93-0b557d1ec659;tomas.black;Black;keineMailAddy
Holger Blake, Sekundar;CN=holger.blake,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Holger;holger.blake;user;8a2b8cdd-4751-4df8-a97e-c742f4846753;holger.blake;Blake;keineMailAddy
Laila Blank, Sekundar;CN=laila.blank,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Laila;laila.blank;user;be561df4-1aad-44b3-b992-6a3b1ac0b93d;laila.blank;Blank;laila.blank@mail.xyz
Rebecca Bock, Sekundar;CN=rebecca.bock,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Rebecca;rebecca.bock;user;0551ab86-2765-4ee2-bd51-7bae5dc7b787;rebecca.bock;Bock;r.bock@mail.xyz
Sara Bock, Sekundar;CN=sara.bock,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Sara;sara.bock;user;5bca94b8-3803-4ead-abb1-ee32061ad1ea;sara.bock;Bock;s.bock@mail.xyz
Jannick Boehm, Sekundar;CN=jannick.boehm,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Jannick;jannick.boehm;user;7d832860-450b-48e5-ba46-adf7d5e12c62;jannick.boehm;Boehm;j.boehm@mail.xyz
Julie Boehm, Sekundar;CN=julie.boehm,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Julie;julie.boehm;user;5a80f5aa-8584-45ea-981d-e86d82ae2c3d;julie.boehm;Boehm;keineMailAddy
Laura Boehme, Sekundar;CN=laura.boehme,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Laura;laura.boehme;user;2e4b3a25-5d03-46b8-933e-da253e445013;laura.boehme;Boehme;l.boehme@mail.xyz
Kira Boone, Sekundar;CN=kira.boone,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Kira;kira.boone;user;5e8bde4e-1695-4397-b000-e2f7c6c85358;kira.boone;Boone;keineMailAddy
Justin Boos, Sekundar;CN=justin.boos,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Justin;justin.boos;user;68259ebf-f1a0-45df-8d27-a3018c37a78c;justin.boos;Boos;j.boos@mail.xyz
Laura Borchers, Sekundar;CN=laura.borchers,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Laura;laura.borchers;user;1780922c-18c4-45c8-930d-78880e9e7277;laura.borchers;Borchers;keineMailAddy
Carin Borchert, Sekundar;CN=carin.borchert,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Carin;carin.borchert;user;33bf657b-41b1-4f04-8996-b017f93e03a0;carin.borchert;Borchert;c.borchert@mail.xyz
Louisa Borchert, Sekundar;CN=louisa.borchert,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Louisa;louisa.borchert;user;f87f384d-b7ad-457e-b18f-96c4544c4016;louisa.borchert;Borchert;l.borchert@mail.xyz
Chris Bormann, Sekundar;CN=chris.bormann,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Chris;chris.bormann;user;dd88e55e-4fe2-4848-9cae-0f0fd5cd7f61;chris.bormann;Bormann;chris.bormann@mail.xyz
Quentin Boerner, Sekundar;CN=quentin.boerner,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Quentin;quentin.boerner;user;3a52a456-4e51-4012-9eea-2017c0b80c6d;quentin.boerner;Boerner;q.boerner@mail.xyz
Ursula Boerner, Sekundar;CN=ursula.boerner,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Ursula;ursula.boerner;user;f4bae37e-d0b0-4069-944d-0e4c2dfdc43a;ursula.boerner;Boerner;keineMailAddy
Brigitte Borst, Sekundar;CN=brigitte.borst,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Brigitte;brigitte.borst;user;edd079fa-dd4b-4e01-9047-6af257f6170e;brigitte.borst;Borst;brigitte.borst@mail.xyz
Rike Borst, Sekundar;CN=rike.borst,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Rike;rike.borst;user;31e68c91-5210-4a40-b135-e5091056ff17;rike.borst;Borst;keineMailAddy
A. B., Verwaltung;CN=andreas.boes,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Andreas;andreas.boes;user;8dedeade-0feb-467c-a371-cbe8bc260d57;andreas.boes;Boes;a.boes@mail.xyz
Heinz Boes, Sekundar;CN=heinz.boes,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Heinz;heinz.boes;user;e56a1087-2d6d-4b81-a228-d47c48dfabd2;heinz.boes;Boes;h.boes@mail.xyz
Nelli Boesch, Sekundar;CN=nelli.boesch,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Nelli;nelli.boesch;user;5a76ce50-869d-43a6-a807-15e8011a2e5f;nelli.boesch;Boesch;n.boesch@mail.xyz
Stefanie Boesch, Sekundar;CN=stefanie.boesch,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Stefanie;stefanie.boesch;user;ff988da3-113b-4384-8592-f63cda385d80;stefanie.boesch;Boesch;s.boesch@mail.xyz
Vanessa Boesch, Sekundar;CN=vanessa.boesch,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Vanessa;vanessa.boesch;user;be200f73-a87f-47d7-94a7-26946c36c69a;vanessa.boesch;Boesch;vanessa.boesch@mail.xyz
Ilse BoschDienst, Sekundar;CN=ilse.boschdienst,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Ilse;ilse.boschdienst;user;25733546-7755-4258-8b5e-acbdcf6d6b50;ilse.boschdienst;BoschDienst;keineMailAddy
Caroline Boese, Sekundar;CN=caroline.boese,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Caroline;caroline.boese;user;456204fb-d342-452f-93e1-40535e4b4275;caroline.boese;Boese;c.boese@mail.xyz
Markus Boese, Sekundar;CN=markus.boese,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Markus;markus.boese;user;62c0c377-580f-40e9-ba83-516487a7d2e7;markus.boese;Boese;markus.boese@mail.xyz
